,date,water_volume_variation,water_flow,water_volume,water_height,water_precipitation
7102,2009-06-12,0.0,2.0,2.0,2.0,0.0
2987,1998-03-07,84215.0,1.0,1.0,1.0,0.0
1206,1993-04-21,61263.0,0.0,2.0,2.0,1.0
971,1992-08-29,27049.0,1.0,1.0,1.0,1.0
1011,1992-10-08,-205606.0,1.0,0.0,0.0,0.0
3383,1999-04-07,0.0,2.0,2.0,2.0,0.0
8926,2014-06-10,70913.0,0.0,2.0,2.0,0.0
8499,2013-04-09,490670.0,2.0,2.0,2.0,0.0
8329,2012-10-21,-51850.0,0.0,0.0,0.0,0.0
8917,2014-06-01,69725.0,0.0,2.0,2.0,0.0
7621,2010-11-13,-267970.0,2.0,1.0,1.0,1.0
2855,1997-10-26,-102275.0,0.0,0.0,0.0,0.0
4602,2002-08-08,-85661.0,1.0,1.0,1.0,0.0
6279,2007-03-12,-175375.0,2.0,1.0,1.0,0.0
3314,1999-01-28,-235484.0,2.0,0.0,0.0,0.0
8335,2012-10-27,-50986.0,0.0,0.0,0.0,0.0
2065,1995-08-28,0.0,0.0,0.0,0.0,0.0
2744,1997-07-07,-97087.0,1.0,2.0,2.0,0.0
704,1991-12-06,97395.0,1.0,0.0,0.0,0.0
3372,1999-03-27,376094.0,2.0,2.0,2.0,1.0
1374,1993-10-06,104295.0,2.0,0.0,0.0,1.0
8996,2014-08-19,-68472.0,0.0,2.0,2.0,0.0
4839,2003-04-02,-29629.0,2.0,1.0,1.0,0.0
2953,1998-02-01,-140520.0,2.0,0.0,0.0,0.0
798,1992-03-09,50258.0,0.0,0.0,0.0,0.0
5099,2003-12-18,-51584.0,2.0,0.0,0.0,1.0
6749,2008-06-24,0.0,1.0,2.0,2.0,0.0
3191,1998-09-27,132611.0,0.0,0.0,0.0,1.0
368,1991-01-04,819352.0,1.0,0.0,0.0,0.0
8968,2014-07-22,0.0,0.0,2.0,2.0,0.0
7769,2011-04-10,84011.0,1.0,1.0,1.0,0.0
3969,2000-11-13,952604.0,2.0,1.0,1.0,1.0
8831,2014-03-07,-135162.0,2.0,1.0,1.0,0.0
22,1990-01-23,21605.0,1.0,0.0,0.0,1.0
2195,1996-01-05,159974.0,2.0,1.0,1.0,1.0
6512,2007-10-31,-127391.0,0.0,0.0,0.0,0.0
1813,1994-12-19,165579.0,1.0,0.0,0.0,1.0
8840,2014-03-16,-132218.0,2.0,1.0,1.0,0.0
1564,1994-04-14,55290.0,1.0,1.0,1.0,0.0
1343,1993-09-05,-99069.0,0.0,0.0,0.0,0.0
4332,2001-11-11,-37989.0,1.0,0.0,0.0,0.0
2571,1997-01-15,43210.0,2.0,0.0,0.0,0.0
10142,2017-10-08,-69763.0,0.0,0.0,0.0,0.0
7551,2010-09-04,-95363.0,0.0,2.0,2.0,0.0
5564,2005-03-27,346742.0,0.0,2.0,2.0,0.0
832,1992-04-12,93117.0,1.0,2.0,2.0,0.0
7039,2009-04-10,100677.0,1.0,2.0,2.0,1.0
4520,2002-05-18,160192.0,1.0,2.0,2.0,0.0
5549,2005-03-12,66863.0,0.0,2.0,2.0,0.0
3043,1998-05-02,215286.0,2.0,2.0,2.0,0.0
3571,1999-10-12,-121425.0,1.0,0.0,0.0,1.0
811,1992-03-22,25742.0,0.0,0.0,0.0,0.0
4760,2003-01-13,-161451.0,2.0,2.0,2.0,0.0
9760,2016-09-21,-56147.0,0.0,1.0,1.0,0.0
9433,2015-10-30,-79331.0,1.0,1.0,1.0,0.0
4469,2002-03-28,89099.0,1.0,1.0,1.0,0.0
8686,2013-10-13,-80239.0,0.0,1.0,1.0,1.0
5621,2005-05-23,36062.0,2.0,2.0,2.0,0.0
8046,2012-01-12,-80441.0,1.0,1.0,1.0,0.0
7975,2011-11-02,0.0,0.0,0.0,0.0,1.0
3045,1998-05-04,0.0,2.0,2.0,2.0,0.0
1004,1992-10-01,-205648.0,1.0,0.0,0.0,0.0
182,1990-07-02,-31217.0,1.0,2.0,2.0,0.0
5748,2005-09-27,-98021.0,0.0,0.0,0.0,1.0
8025,2011-12-22,55494.0,1.0,1.0,1.0,0.0
1427,1993-11-28,67099.0,2.0,0.0,0.0,0.0
7650,2010-12-12,-712128.0,2.0,1.0,1.0,0.0
1321,1993-08-14,-83600.0,0.0,1.0,1.0,0.0
5851,2006-01-08,-55086.0,2.0,1.0,1.0,0.0
8942,2014-06-26,0.0,0.0,2.0,2.0,0.0
7050,2009-04-21,34254.0,1.0,2.0,2.0,0.0
8331,2012-10-23,-51517.0,0.0,0.0,0.0,0.0
2759,1997-07-22,-63040.0,1.0,2.0,2.0,0.0
3283,1998-12-28,36803.0,0.0,0.0,0.0,1.0
4421,2002-02-08,523915.0,1.0,0.0,0.0,0.0
3109,1998-07-07,0.0,1.0,2.0,2.0,1.0
527,1991-06-12,-30719.0,1.0,2.0,2.0,0.0
1888,1995-03-04,105976.0,2.0,1.0,1.0,1.0
6659,2008-03-26,204978.0,0.0,2.0,2.0,1.0
3662,2000-01-11,166872.0,1.0,0.0,0.0,0.0
6868,2008-10-21,-89204.0,0.0,1.0,1.0,1.0
1484,1994-01-24,-418803.0,2.0,2.0,2.0,0.0
89,1990-03-31,103835.0,0.0,0.0,0.0,0.0
937,1992-07-26,0.0,1.0,2.0,2.0,0.0
9375,2015-09-02,-30261.0,0.0,1.0,1.0,0.0
2540,1996-12-15,229154.0,2.0,0.0,0.0,0.0
3597,1999-11-07,-836537.0,2.0,0.0,0.0,0.0
9436,2015-11-02,-52385.0,1.0,0.0,0.0,1.0
342,1990-12-09,16774.0,2.0,0.0,0.0,1.0
3747,2000-04-05,-183999.0,2.0,1.0,1.0,0.0
5815,2005-12-03,95363.0,2.0,2.0,2.0,1.0
7232,2009-10-20,-62754.0,0.0,2.0,2.0,1.0
4322,2001-11-01,-125154.0,1.0,0.0,0.0,0.0
8076,2012-02-11,53864.0,0.0,1.0,1.0,0.0
3977,2000-11-21,-383402.0,2.0,0.0,0.0,1.0
1192,1993-04-07,28831.0,0.0,1.0,1.0,0.0
2464,1996-09-30,-58102.0,0.0,0.0,0.0,0.0
8803,2014-02-07,54271.0,2.0,1.0,1.0,1.0
3402,1999-04-26,127079.0,2.0,2.0,2.0,1.0
8285,2012-09-07,-119009.0,0.0,1.0,1.0,0.0
1521,1994-03-02,159911.0,2.0,0.0,0.0,0.0
2598,1997-02-11,0.0,2.0,0.0,0.0,1.0
2561,1997-01-05,132961.0,2.0,0.0,0.0,0.0
4821,2003-03-15,165052.0,2.0,1.0,1.0,0.0
220,1990-08-09,-82883.0,0.0,1.0,1.0,0.0
5962,2006-04-29,98388.0,2.0,2.0,2.0,0.0
6181,2006-12-04,0.0,2.0,1.0,1.0,0.0
1664,1994-07-23,-90255.0,1.0,1.0,1.0,0.0
6603,2008-01-30,55973.0,0.0,1.0,1.0,1.0
9350,2015-08-08,-91206.0,0.0,1.0,1.0,0.0
5618,2005-05-20,-35848.0,2.0,2.0,2.0,0.0
8339,2012-10-31,-25145.0,0.0,0.0,0.0,1.0
3249,1998-11-24,-18995.0,0.0,0.0,0.0,0.0
2947,1998-01-26,-74253.0,2.0,0.0,0.0,0.0
5973,2006-05-10,135771.0,1.0,2.0,2.0,0.0
6410,2007-07-21,-34587.0,0.0,2.0,2.0,0.0
6130,2006-10-14,-183465.0,2.0,0.0,0.0,0.0
2245,1996-02-24,-317929.0,2.0,0.0,0.0,0.0
3399,1999-04-23,-345733.0,2.0,2.0,2.0,0.0
4835,2003-03-29,0.0,2.0,1.0,1.0,1.0
5408,2004-10-22,-50324.0,2.0,0.0,0.0,0.0
4550,2002-06-17,0.0,1.0,2.0,2.0,0.0
2401,1996-07-29,-87217.0,1.0,1.0,1.0,0.0
4119,2001-04-12,26511.0,2.0,1.0,1.0,0.0
3030,1998-04-19,-163075.0,2.0,2.0,2.0,0.0
2216,1996-01-26,-638575.0,2.0,0.0,0.0,1.0
1181,1993-03-27,85041.0,0.0,1.0,1.0,1.0
2514,1996-11-19,62449.0,0.0,0.0,0.0,1.0
5033,2003-10-13,-75978.0,0.0,0.0,0.0,0.0
5051,2003-10-31,251383.0,0.0,0.0,0.0,1.0
9131,2015-01-01,-53864.0,2.0,1.0,1.0,0.0
4721,2002-12-05,-265725.0,2.0,1.0,1.0,0.0
5020,2003-09-30,-107651.0,1.0,0.0,0.0,1.0
7123,2009-07-03,0.0,1.0,2.0,2.0,0.0
32,1990-02-02,208296.0,2.0,0.0,0.0,1.0
5586,2005-04-18,-71686.0,2.0,2.0,2.0,1.0
3847,2000-07-14,-90361.0,1.0,1.0,1.0,0.0
1466,1994-01-06,700231.0,2.0,0.0,0.0,1.0
6537,2007-11-25,-52764.0,0.0,0.0,0.0,0.0
8168,2012-05-13,-142822.0,2.0,2.0,2.0,0.0
962,1992-08-20,-111673.0,1.0,1.0,1.0,1.0
9018,2014-09-10,-33013.0,0.0,2.0,2.0,0.0
2875,1997-11-15,238399.0,1.0,0.0,0.0,0.0
4714,2002-11-28,-208877.0,2.0,1.0,1.0,1.0
7571,2010-09-24,-118728.0,0.0,1.0,1.0,0.0
8381,2012-12-12,-79937.0,2.0,1.0,1.0,1.0
1046,1992-11-12,-214819.0,2.0,0.0,0.0,0.0
8357,2012-11-18,262259.0,0.0,1.0,1.0,0.0
4558,2002-06-25,-32760.0,1.0,2.0,2.0,0.0
6934,2008-12-26,114008.0,2.0,1.0,1.0,0.0
2102,1995-10-04,-53577.0,0.0,0.0,0.0,1.0
7830,2011-06-10,0.0,0.0,2.0,2.0,0.0
6132,2006-10-16,-205804.0,2.0,0.0,0.0,1.0
1990,1995-06-14,-61191.0,1.0,1.0,1.0,0.0
7914,2011-09-02,-54881.0,0.0,1.0,1.0,0.0
3416,1999-05-10,-158580.0,2.0,2.0,2.0,0.0
4982,2003-08-23,-139678.0,1.0,1.0,1.0,0.0
3821,2000-06-18,-32147.0,1.0,2.0,2.0,0.0
6236,2007-01-28,-51651.0,2.0,0.0,0.0,0.0
5253,2004-05-20,0.0,1.0,2.0,2.0,0.0
363,1990-12-30,334411.0,2.0,0.0,0.0,1.0
4344,2001-11-23,-37073.0,0.0,0.0,0.0,0.0
427,1991-03-04,-212932.0,2.0,0.0,0.0,1.0
1291,1993-07-15,-61545.0,1.0,2.0,2.0,0.0
581,1991-08-05,-54881.0,0.0,1.0,1.0,0.0
9267,2015-05-17,102653.0,0.0,2.0,2.0,0.0
4848,2003-04-11,177464.0,1.0,1.0,1.0,1.0
4282,2001-09-22,-138203.0,1.0,0.0,0.0,1.0
748,1992-01-19,38735.0,1.0,0.0,0.0,0.0
8223,2012-07-07,-35402.0,0.0,2.0,2.0,1.0
6361,2007-06-02,34623.0,0.0,2.0,2.0,0.0
8330,2012-10-22,-77525.0,0.0,0.0,0.0,0.0
3539,1999-09-10,-110261.0,0.0,0.0,0.0,0.0
2239,1996-02-18,-25142.0,2.0,0.0,0.0,0.0
3831,2000-06-28,-62826.0,1.0,2.0,2.0,0.0
2836,1997-10-07,-136317.0,0.0,0.0,0.0,1.0
2655,1997-04-09,-27457.0,1.0,1.0,1.0,1.0
8675,2013-10-02,-82475.0,0.0,1.0,1.0,1.0
8999,2014-08-22,-34034.0,0.0,2.0,2.0,0.0
3734,2000-03-23,29734.0,0.0,1.0,1.0,0.0
10198,2017-12-03,-18130.0,0.0,0.0,0.0,0.0
7854,2011-07-04,-96116.0,0.0,2.0,2.0,0.0
1119,1993-01-24,111753.0,1.0,0.0,0.0,0.0
1326,1993-08-19,-54744.0,0.0,1.0,1.0,0.0
1238,1993-05-23,32688.0,2.0,2.0,2.0,1.0
1491,1994-01-31,-655324.0,2.0,1.0,1.0,0.0
5152,2004-02-09,173917.0,2.0,1.0,1.0,0.0
6859,2008-10-12,-91840.0,0.0,1.0,1.0,0.0
9308,2015-06-27,-68547.0,0.0,2.0,2.0,0.0
9247,2015-04-27,298922.0,0.0,1.0,1.0,1.0
2298,1996-04-17,54271.0,2.0,1.0,1.0,1.0
5254,2004-05-21,-35811.0,1.0,2.0,2.0,0.0
5726,2005-09-05,-110717.0,0.0,1.0,1.0,1.0
8326,2012-10-18,51782.0,0.0,0.0,0.0,1.0
3203,1998-10-09,-43210.0,0.0,0.0,0.0,0.0
4766,2003-01-19,-29351.0,2.0,1.0,1.0,1.0
8174,2012-05-19,0.0,2.0,2.0,2.0,1.0
8606,2013-07-25,-34254.0,0.0,2.0,2.0,1.0
7470,2010-06-15,146315.0,2.0,2.0,2.0,0.0
964,1992-08-22,-83089.0,1.0,1.0,1.0,1.0
1737,1994-10-04,-35177.0,1.0,0.0,0.0,1.0
5734,2005-09-13,-106515.0,0.0,1.0,1.0,0.0
1516,1994-02-25,165871.0,2.0,0.0,0.0,0.0
7326,2010-01-22,-113045.0,2.0,1.0,1.0,1.0
4885,2003-05-18,62895.0,2.0,2.0,2.0,1.0
9249,2015-04-29,214543.0,0.0,2.0,2.0,1.0
3301,1999-01-15,149786.0,1.0,0.0,0.0,0.0
6243,2007-02-04,103835.0,2.0,0.0,0.0,0.0
8006,2011-12-03,107998.0,1.0,1.0,1.0,0.0
5573,2005-04-05,-35476.0,2.0,2.0,2.0,0.0
3587,1999-10-28,-489428.0,2.0,0.0,0.0,0.0
5401,2004-10-15,13611.0,0.0,0.0,0.0,1.0
8988,2014-08-11,0.0,0.0,2.0,2.0,0.0
6687,2008-04-23,-35624.0,2.0,2.0,2.0,0.0
228,1990-08-17,-79735.0,0.0,1.0,1.0,0.0
1419,1993-11-20,144723.0,1.0,0.0,0.0,0.0
7796,2011-05-07,65482.0,1.0,2.0,2.0,1.0
6125,2006-10-09,-181591.0,2.0,0.0,0.0,1.0
6776,2008-07-21,-72032.0,1.0,2.0,2.0,0.0
8560,2013-06-09,-35402.0,1.0,2.0,2.0,0.0
2779,1997-08-11,-29490.0,1.0,1.0,1.0,0.0
2927,1998-01-06,67051.0,2.0,0.0,0.0,0.0
2887,1997-11-27,-111007.0,2.0,0.0,0.0,1.0
4787,2003-02-09,-52252.0,2.0,0.0,0.0,0.0
6769,2008-07-14,-36448.0,1.0,2.0,2.0,0.0
7510,2010-07-25,-70839.0,1.0,2.0,2.0,0.0
5643,2005-06-14,71884.0,1.0,2.0,2.0,0.0
3665,2000-01-14,441044.0,1.0,0.0,0.0,1.0
7270,2009-11-27,-190064.0,2.0,1.0,1.0,1.0
10126,2017-09-22,-50324.0,0.0,0.0,0.0,0.0
7353,2010-02-18,-28451.0,2.0,1.0,1.0,1.0
9857,2016-12-27,0.0,1.0,0.0,0.0,0.0
6435,2007-08-15,-131691.0,1.0,2.0,2.0,1.0
8533,2013-05-13,0.0,1.0,2.0,2.0,0.0
2863,1997-11-03,-33550.0,0.0,0.0,0.0,1.0
4927,2003-06-29,-62681.0,1.0,2.0,2.0,1.0
8092,2012-02-27,0.0,0.0,0.0,0.0,0.0
5604,2005-05-06,-36062.0,2.0,2.0,2.0,0.0
2906,1997-12-16,-108024.0,2.0,0.0,0.0,0.0
5789,2005-11-07,196266.0,0.0,1.0,1.0,0.0
1951,1995-05-06,0.0,1.0,2.0,2.0,1.0
2422,1996-08-19,-105573.0,0.0,0.0,0.0,0.0
2218,1996-01-28,-592065.0,2.0,0.0,0.0,0.0
7276,2009-12-03,-55086.0,2.0,1.0,1.0,1.0
4632,2002-09-07,-123263.0,1.0,0.0,0.0,1.0
5818,2005-12-06,-340257.0,2.0,2.0,2.0,1.0
3794,2000-05-22,0.0,2.0,2.0,2.0,0.0
2625,1997-03-10,82987.0,1.0,1.0,1.0,0.0
123,1990-05-04,90678.0,0.0,1.0,1.0,0.0
9505,2016-01-10,-1069656.0,2.0,1.0,1.0,1.0
3225,1998-10-31,-40226.0,0.0,0.0,0.0,0.0
483,1991-04-29,0.0,2.0,1.0,1.0,0.0
5917,2006-03-15,30403.0,2.0,1.0,1.0,0.0
7043,2009-04-14,0.0,1.0,2.0,2.0,1.0
3128,1998-07-26,-94077.0,1.0,2.0,2.0,0.0
9672,2016-06-25,-70690.0,1.0,2.0,2.0,0.0
740,1992-01-11,-772068.0,1.0,0.0,0.0,0.0
1490,1994-01-30,-796426.0,2.0,1.0,1.0,0.0
1239,1993-05-24,361948.0,2.0,2.0,2.0,1.0
3282,1998-12-27,0.0,0.0,0.0,0.0,0.0
7836,2011-06-16,0.0,0.0,2.0,2.0,0.0
4584,2002-07-21,-91629.0,1.0,1.0,1.0,0.0
4949,2003-07-21,-61688.0,1.0,2.0,2.0,0.0
5110,2003-12-29,77226.0,2.0,0.0,0.0,1.0
5968,2006-05-05,99475.0,1.0,2.0,2.0,0.0
9548,2016-02-22,-78929.0,2.0,0.0,0.0,1.0
661,1991-10-24,-53035.0,0.0,0.0,0.0,0.0
4865,2003-04-28,-124938.0,2.0,2.0,2.0,1.0
1428,1993-11-29,118778.0,2.0,0.0,0.0,1.0
9321,2015-07-10,-99912.0,0.0,2.0,2.0,0.0
4294,2001-10-04,21978.0,1.0,0.0,0.0,1.0
6960,2009-01-21,93757.0,2.0,2.0,2.0,1.0
3190,1998-09-26,0.0,0.0,0.0,0.0,1.0
3501,1999-08-03,-111536.0,1.0,1.0,1.0,0.0
9238,2015-04-18,85661.0,1.0,1.0,1.0,1.0
1997,1995-06-21,-30076.0,1.0,1.0,1.0,0.0
2657,1997-04-11,-27424.0,1.0,1.0,1.0,0.0
6590,2008-01-17,663483.0,0.0,0.0,0.0,0.0
6170,2006-11-23,73467.0,2.0,0.0,0.0,1.0
4069,2001-02-21,-268307.0,2.0,1.0,1.0,0.0
5434,2004-11-17,-173257.0,2.0,0.0,0.0,0.0
6766,2008-07-11,145265.0,0.0,2.0,2.0,1.0
6801,2008-08-15,-68693.0,0.0,2.0,2.0,1.0
8616,2013-08-04,-67237.0,0.0,2.0,2.0,0.0
5047,2003-10-27,0.0,0.0,0.0,0.0,1.0
9791,2016-10-22,-52586.0,0.0,0.0,0.0,1.0
6623,2008-02-19,30508.0,0.0,1.0,1.0,0.0
4065,2001-02-17,-516144.0,2.0,1.0,1.0,0.0
10170,2017-11-05,-39853.0,0.0,0.0,0.0,0.0
8437,2013-02-06,-54113.0,2.0,1.0,1.0,1.0
3004,1998-03-24,0.0,1.0,1.0,1.0,0.0
10014,2017-06-02,0.0,0.0,2.0,2.0,0.0
0,1990-01-01,0.0,2.0,0.0,0.0,0.0
3958,2000-11-02,447904.0,1.0,0.0,0.0,1.0
1341,1993-09-03,0.0,1.0,0.0,0.0,0.0
8927,2014-06-11,71062.0,0.0,2.0,2.0,0.0
9745,2016-09-06,-85764.0,0.0,1.0,1.0,0.0
542,1991-06-27,-90141.0,1.0,1.0,1.0,0.0
9653,2016-06-06,35587.0,1.0,2.0,2.0,0.0
7065,2009-05-06,0.0,1.0,2.0,2.0,0.0
8809,2014-02-13,-555634.0,2.0,1.0,1.0,1.0
814,1992-03-25,25809.0,0.0,0.0,0.0,0.0
7637,2010-11-29,191965.0,2.0,1.0,1.0,1.0
191,1990-07-11,-30827.0,1.0,2.0,2.0,0.0
6520,2007-11-08,-118441.0,0.0,0.0,0.0,0.0
7128,2009-07-08,-36260.0,1.0,2.0,2.0,0.0
3108,1998-07-06,32579.0,1.0,2.0,2.0,0.0
1566,1994-04-16,27730.0,1.0,1.0,1.0,0.0
5575,2005-04-07,35513.0,1.0,2.0,2.0,0.0
2924,1998-01-03,-159248.0,2.0,0.0,0.0,0.0
9750,2016-09-11,-84217.0,0.0,1.0,1.0,0.0
531,1991-06-16,-30577.0,1.0,1.0,1.0,0.0
422,1991-02-27,315724.0,2.0,0.0,0.0,1.0
5379,2004-09-23,-103769.0,0.0,0.0,0.0,0.0
7433,2010-05-09,136066.0,1.0,2.0,2.0,1.0
9751,2016-09-12,-83909.0,0.0,1.0,1.0,1.0
5455,2004-12-08,25113.0,1.0,0.0,0.0,0.0
4399,2002-01-17,0.0,0.0,0.0,0.0,1.0
8609,2013-07-28,-68179.0,0.0,2.0,2.0,1.0
3778,2000-05-06,-187192.0,2.0,2.0,2.0,0.0
4953,2003-07-25,-61191.0,1.0,1.0,1.0,0.0
2078,1995-09-10,-94972.0,0.0,0.0,0.0,1.0
9004,2014-08-27,-33741.0,0.0,2.0,2.0,0.0
2511,1996-11-16,-15405.0,0.0,0.0,0.0,1.0
6739,2008-06-14,-72632.0,2.0,2.0,2.0,1.0
994,1992-09-21,-115169.0,0.0,0.0,0.0,1.0
640,1991-10-03,-277878.0,1.0,0.0,0.0,0.0
5952,2006-04-19,0.0,2.0,2.0,2.0,0.0
1847,1995-01-22,-140851.0,2.0,0.0,0.0,1.0
4702,2002-11-16,130879.0,2.0,0.0,0.0,1.0
3811,2000-06-08,0.0,1.0,2.0,2.0,0.0
6553,2007-12-11,16233.0,0.0,0.0,0.0,0.0
8544,2013-05-24,0.0,1.0,2.0,2.0,0.0
877,1992-05-27,192339.0,0.0,2.0,2.0,1.0
3093,1998-06-21,-64258.0,1.0,2.0,2.0,0.0
1353,1993-09-15,-161237.0,1.0,0.0,0.0,1.0
9452,2015-11-18,-49928.0,1.0,0.0,0.0,0.0
2724,1997-06-17,96332.0,1.0,2.0,2.0,0.0
3007,1998-03-27,0.0,1.0,1.0,1.0,0.0
10008,2017-05-27,100796.0,0.0,2.0,2.0,1.0
6569,2007-12-27,47875.0,0.0,0.0,0.0,0.0
312,1990-11-09,-268533.0,2.0,0.0,0.0,1.0
7652,2010-12-14,-217082.0,2.0,1.0,1.0,0.0
1515,1994-02-24,304735.0,2.0,0.0,0.0,1.0
4030,2001-01-13,-1177482.0,2.0,1.0,1.0,0.0
9480,2015-12-16,79028.0,1.0,1.0,1.0,0.0
4902,2003-06-04,32470.0,1.0,2.0,2.0,0.0
8492,2013-04-02,272029.0,2.0,1.0,1.0,0.0
3995,2000-12-09,0.0,2.0,2.0,2.0,1.0
4488,2002-04-16,31004.0,1.0,2.0,2.0,0.0
451,1991-03-28,23696.0,2.0,0.0,0.0,0.0
8790,2014-01-25,-26544.0,2.0,1.0,1.0,1.0
2089,1995-09-21,0.0,1.0,0.0,0.0,0.0
3826,2000-06-23,-63611.0,1.0,2.0,2.0,0.0
6762,2008-07-07,0.0,0.0,2.0,2.0,0.0
7408,2010-04-14,124367.0,2.0,2.0,2.0,0.0
6516,2007-11-04,-122946.0,0.0,0.0,0.0,0.0
5514,2005-02-05,89520.0,0.0,1.0,1.0,1.0
3555,1999-09-26,67051.0,1.0,0.0,0.0,1.0
905,1992-06-24,0.0,0.0,2.0,2.0,0.0
3878,2000-08-14,-127713.0,1.0,0.0,0.0,0.0
1519,1994-02-28,-229675.0,2.0,0.0,0.0,0.0
8153,2012-04-28,322003.0,0.0,2.0,2.0,0.0
1288,1993-07-12,-93011.0,1.0,2.0,2.0,0.0
3518,1999-08-20,-128877.0,1.0,0.0,0.0,0.0
7820,2011-05-31,66863.0,0.0,2.0,2.0,0.0
10154,2017-10-20,-65188.0,0.0,0.0,0.0,1.0
6773,2008-07-18,-72481.0,1.0,2.0,2.0,0.0
2501,1996-11-06,-46214.0,0.0,0.0,0.0,0.0
1102,1993-01-07,118814.0,1.0,0.0,0.0,1.0
8735,2013-12-01,-25542.0,1.0,0.0,0.0,0.0
5393,2004-10-07,-96107.0,0.0,0.0,0.0,1.0
2636,1997-03-21,0.0,1.0,1.0,1.0,0.0
4177,2001-06-09,0.0,2.0,2.0,2.0,1.0
2747,1997-07-10,-32038.0,1.0,2.0,2.0,0.0
4185,2001-06-17,-32111.0,1.0,2.0,2.0,0.0
609,1991-09-02,-73369.0,0.0,0.0,0.0,1.0
6619,2008-02-15,60487.0,0.0,1.0,1.0,0.0
8045,2012-01-11,-80746.0,1.0,1.0,1.0,0.0
9293,2015-06-12,0.0,0.0,2.0,2.0,0.0
10075,2017-08-02,-92478.0,0.0,2.0,2.0,0.0
7388,2010-03-25,51917.0,2.0,0.0,0.0,1.0
9882,2017-01-21,0.0,0.0,0.0,0.0,0.0
5480,2005-01-02,83394.0,2.0,1.0,1.0,0.0
1149,1993-02-23,27253.0,1.0,1.0,1.0,0.0
858,1992-05-08,63827.0,1.0,2.0,2.0,0.0
550,1991-07-05,-58806.0,0.0,1.0,1.0,1.0
757,1992-01-28,40972.0,0.0,0.0,0.0,0.0
1551,1994-04-01,53055.0,1.0,1.0,1.0,1.0
9934,2017-03-14,0.0,2.0,1.0,1.0,0.0
9334,2015-07-23,-96116.0,0.0,2.0,2.0,0.0
2837,1997-10-08,-77470.0,0.0,0.0,0.0,0.0
172,1990-06-22,0.0,1.0,2.0,2.0,0.0
7837,2011-06-17,-33231.0,0.0,2.0,2.0,1.0
2878,1997-11-18,202211.0,1.0,0.0,0.0,1.0
2128,1995-10-30,71436.0,0.0,0.0,0.0,0.0
1642,1994-07-01,-31824.0,1.0,2.0,2.0,0.0
2556,1996-12-31,-149108.0,2.0,0.0,0.0,0.0
7609,2010-11-01,266354.0,2.0,1.0,1.0,0.0
8941,2014-06-25,106760.0,0.0,2.0,2.0,0.0
4109,2001-04-02,-670797.0,2.0,1.0,1.0,0.0
10224,2017-12-29,282032.0,0.0,0.0,0.0,1.0
5038,2003-10-18,-110136.0,0.0,0.0,0.0,1.0
5506,2005-01-28,58459.0,1.0,1.0,1.0,0.0
6994,2009-02-24,0.0,2.0,2.0,2.0,0.0
3955,2000-10-30,44701.0,0.0,0.0,0.0,1.0
7117,2009-06-27,36373.0,1.0,2.0,2.0,1.0
5111,2003-12-30,155350.0,2.0,0.0,0.0,1.0
1292,1993-07-16,-61404.0,1.0,2.0,2.0,0.0
7227,2009-10-15,-31716.0,1.0,2.0,2.0,0.0
149,1990-05-30,0.0,0.0,2.0,2.0,0.0
5054,2003-11-03,156803.0,1.0,0.0,0.0,0.0
9201,2015-03-12,-132554.0,2.0,1.0,1.0,1.0
4983,2003-08-24,-111124.0,1.0,1.0,1.0,1.0
2574,1997-01-18,175448.0,2.0,0.0,0.0,1.0
6251,2007-02-12,603259.0,1.0,1.0,1.0,0.0
9846,2016-12-16,77027.0,0.0,0.0,0.0,1.0
4378,2001-12-27,-17588.0,0.0,0.0,0.0,0.0
1693,1994-08-21,-26915.0,1.0,1.0,1.0,0.0
868,1992-05-18,32182.0,1.0,2.0,2.0,0.0
875,1992-05-25,-224521.0,0.0,2.0,2.0,0.0
7454,2010-05-30,35363.0,1.0,2.0,2.0,0.0
5053,2003-11-02,230544.0,1.0,0.0,0.0,1.0
9352,2015-08-10,-90573.0,0.0,1.0,1.0,0.0
4587,2002-07-24,-120702.0,1.0,1.0,1.0,0.0
2654,1997-04-08,-137799.0,1.0,1.0,1.0,0.0
5698,2005-08-08,-127222.0,1.0,2.0,2.0,0.0
1091,1992-12-27,248131.0,1.0,0.0,0.0,0.0
5826,2005-12-14,-112532.0,2.0,1.0,1.0,0.0
5223,2004-04-20,131691.0,0.0,2.0,2.0,1.0
5794,2005-11-12,300677.0,0.0,1.0,1.0,1.0
3631,1999-12-11,90652.0,1.0,0.0,0.0,1.0
7288,2009-12-15,-272369.0,2.0,1.0,1.0,0.0
6004,2006-06-10,-34880.0,0.0,2.0,2.0,0.0
2193,1996-01-03,53258.0,2.0,1.0,1.0,0.0
8242,2012-07-26,-102653.0,0.0,2.0,2.0,0.0
676,1991-11-08,-371789.0,2.0,0.0,0.0,1.0
6307,2007-04-09,-31752.0,2.0,2.0,2.0,0.0
9197,2015-03-08,26780.0,2.0,1.0,1.0,0.0
10071,2017-07-29,-93863.0,0.0,2.0,2.0,0.0
1857,1995-02-01,-161795.0,2.0,1.0,1.0,0.0
9445,2015-11-11,-50655.0,1.0,0.0,0.0,0.0
4153,2001-05-16,212074.0,2.0,1.0,1.0,0.0
5389,2004-10-03,-98807.0,0.0,0.0,0.0,0.0
6675,2008-04-11,-38178.0,2.0,2.0,2.0,1.0
4736,2002-12-20,41718.0,2.0,0.0,0.0,0.0
